first_effectiveness,first_hp,first_attack,first_defense,first_sp_atk,first_sp_def,first_speed,first_mythical,first_legendary,second_effectiveness,second_hp,second_attack,second_defense,second_sp_atk,second_sp_def,second_speed,second_mythical,second_legendary,winner
1.0,55,50,40,40,40,75,0,0,1.0,60,55,50,40,55,45,0,0,0
1.0,65,80,80,59,63,58,0,0,1.0,120,70,120,75,130,85,0,0,1
2.0,90,85,75,115,100,115,0,1,0.5,60,30,30,36,56,50,0,0,0
1.0,75,90,140,60,60,40,0,0,0.5,75,80,60,65,90,102,0,0,1
0.5,90,120,100,150,120,100,0,1,0.25,72,95,67,103,71,122,0,0,1
1.0,35,40,100,90,55,35,0,0,1.0,60,52,168,47,138,30,0,0,0
1.0,80,90,80,130,110,110,0,1,0.5,109,66,84,81,99,32,0,0,0
0.5,60,85,60,50,50,125,0,0,2.0,35,55,40,50,50,90,0,0,0
1.0,70,75,60,105,60,105,0,0,1.0,75,75,75,125,95,40,0,0,0
2.0,45,22,60,27,30,29,0,0,0.5,60,95,80,60,80,30,0,0,1
0.25,48,61,40,61,40,50,0,0,8.0,55,45,43,55,43,72,0,0,1
1.0,59,110,150,45,49,35,0,0,0.5,50,65,45,85,65,95,0,0,1
2.0,42,52,67,39,56,50,0,0,0.5,80,120,70,110,70,80,0,0,1
2.0,44,38,39,61,79,42,0,0,0.5,110,65,105,55,95,80,0,0,1
1.0,66,41,77,61,87,23,0,0,0.5,85,80,90,105,95,60,0,0,1
1.0,100,100,100,100,100,100,1,1,0.5,46,87,60,30,40,57,0,0,0
1.0,116,55,85,107,95,29,0,0,1.0,35,55,40,45,40,60,0,0,1
1.0,165,75,80,40,45,65,0,0,1.0,65,76,84,54,96,105,0,0,1
2.0,44,38,39,61,79,42,0,0,1.0,100,150,120,120,100,90,0,1,0
2.0,69,69,76,69,86,91,0,0,0.5,105,140,55,30,55,95,0,0,1
2.0,100,134,110,95,100,61,0,0,0.5,105,140,55,30,55,95,0,0,1
2.0,50,65,45,85,65,95,0,0,0.5,80,82,78,95,80,85,0,0,0
1.0,60,60,60,60,60,60,0,0,1.0,60,40,50,75,85,95,0,0,1
0.5,100,120,100,150,120,90,0,1,1.0,20,10,55,15,20,80,0,0,0
1.0,53,51,53,61,56,40,0,0,2.0,50,50,77,95,77,91,0,0,1
0.25,85,110,76,65,82,56,0,0,4.0,78,81,71,74,69,126,0,0,1
2.0,40,27,60,37,50,66,0,0,1.0,70,105,105,50,40,20,0,0,1
1.0,45,100,135,65,135,45,0,0,1.0,80,82,100,83,100,80,0,0,1
2.0,50,120,53,35,110,87,0,0,0.5,67,125,40,30,30,58,0,0,0
1.0,90,75,85,115,90,55,0,0,1.0,50,45,45,35,35,50,0,0,0
1.0,170,90,45,90,45,60,0,0,1.0,30,40,55,40,55,60,0,0,1
0.5,65,125,100,60,70,70,0,0,0.25,74,94,131,54,116,20,0,0,0
2.0,75,80,70,65,75,90,0,0,0.5,95,109,105,75,85,56,0,0,0
2.0,45,35,50,70,50,30,0,0,0.5,79,85,60,55,60,71,0,0,1
0.25,45,50,55,75,65,30,0,0,2.0,55,85,55,50,55,60,0,0,1
1.0,58,70,45,40,45,42,0,0,0.5,45,25,50,25,25,35,0,0,0
0.5,90,95,95,70,90,70,0,0,2.0,75,89,85,55,65,36,0,0,0
0.5,30,42,118,42,88,30,0,0,2.0,69,69,76,69,86,91,0,0,1
1.0,78,92,75,74,63,118,0,0,1.0,70,84,70,65,70,51,0,0,0
0.5,60,85,49,60,49,60,0,0,1.0,46,87,60,30,40,57,0,0,0
0.5,56,61,65,48,45,38,0,0,2.0,65,90,120,85,70,60,0,0,1
1.0,100,100,90,150,140,90,0,1,1.0,55,40,85,80,105,40,0,0,0
1.0,70,110,80,55,80,105,0,0,1.0,130,70,35,70,35,60,0,0,0
1.0,30,105,90,25,25,50,0,0,2.0,79,115,70,125,80,111,0,1,1
4.0,85,110,76,65,82,56,0,0,0.25,100,110,90,85,90,60,0,0,1
1.0,70,110,180,60,60,50,0,0,0.5,73,100,60,100,60,65,0,0,1
1.0,20,10,55,15,20,80,0,0,0.5,65,80,140,40,70,70,0,0,0
1.0,70,105,105,50,40,20,0,0,1.0,65,95,75,55,55,85,0,0,1
1.0,55,66,44,44,56,85,0,0,1.0,75,100,110,45,55,65,0,0,0
1.0,85,105,85,40,50,40,0,0,1.0,50,50,40,50,40,64,0,0,1
4.0,50,85,55,65,65,90,0,0,0.25,75,90,140,60,60,40,0,0,0
0.5,80,80,80,80,80,80,0,0,1.0,44,48,65,50,64,43,0,0,0
1.0,79,115,70,125,80,111,0,1,1.0,45,90,20,65,20,65,0,0,0
1.0,80,70,40,100,60,145,0,0,0.5,108,130,95,80,85,102,0,0,0
1.0,75,89,85,55,65,36,0,0,1.0,86,92,88,68,75,73,0,0,1
1.0,40,30,35,50,70,55,0,0,2.0,80,45,65,90,110,80,0,0,1
1.0,75,65,55,65,55,69,0,0,1.0,70,83,50,37,50,60,0,0,1
1.0,109,66,84,81,99,32,0,0,0.5,60,55,50,40,55,45,0,0,1
1.0,50,70,100,40,40,30,0,0,0.5,60,85,69,65,79,80,0,0,0
1.0,85,97,66,105,66,65,0,0,0.5,44,38,39,61,79,42,0,0,0
1.0,65,85,70,75,70,40,0,0,1.0,55,50,45,135,95,120,0,0,1
0.5,50,60,60,60,60,30,0,0,0.5,70,60,125,115,70,55,0,0,1
1.0,110,160,110,80,110,100,0,1,1.0,60,45,50,90,80,70,0,0,0
1.0,73,115,60,60,60,90,0,0,1.0,50,45,45,35,35,50,0,0,0
1.0,75,95,125,45,75,95,0,0,1.0,90,120,120,60,60,50,0,0,0
0.25,85,80,90,105,95,60,0,0,1.0,60,90,140,50,50,40,0,0,0
0.5,35,60,44,40,54,55,0,0,0.5,50,50,62,40,62,65,0,0,1
1.0,66,117,70,40,50,67,0,0,1.0,20,40,90,30,90,25,0,0,0
2.0,40,30,32,50,52,65,0,0,1.0,60,48,45,43,90,42,0,0,0
2.0,105,130,120,45,45,40,0,0,1.0,65,83,57,95,85,105,0,0,0
0.25,70,70,115,130,90,60,0,0,0.25,44,38,33,61,43,70,0,0,1
1.0,75,80,60,65,90,102,0,0,1.0,45,49,65,49,65,45,0,0,0
1.0,53,54,53,37,46,45,0,0,1.0,120,120,120,120,120,120,1,1,1
0.25,60,40,60,95,60,55,0,0,2.0,92,105,90,125,90,98,0,0,1
0.5,40,30,35,45,40,55,0,0,2.0,50,64,50,45,50,41,0,0,0
0.5,120,100,85,30,85,45,0,0,2.0,95,70,73,95,90,60,0,0,1
0.5,75,65,55,65,55,69,0,0,1.0,53,51,53,61,56,40,0,0,0
1.0,40,55,30,30,30,60,0,0,1.0,190,33,58,33,58,33,0,0,0
2.0,80,85,95,30,30,25,0,0,0.5,70,60,62,80,82,60,0,0,1
1.0,126,131,95,131,98,99,0,1,1.0,50,85,40,85,40,35,0,0,0
2.0,55,69,85,32,35,28,0,0,1.0,35,70,55,45,55,25,0,0,0
2.0,60,150,50,150,50,60,0,0,2.0,20,40,90,30,90,25,0,0,1
1.0,59,110,150,45,49,35,0,0,1.0,53,54,53,37,46,45,0,0,1
0.5,75,125,75,30,75,85,0,0,1.0,45,49,49,65,65,45,0,0,0
1.0,80,80,80,55,55,90,0,0,1.0,110,65,105,55,95,80,0,0,0
0.5,30,45,135,45,90,30,0,0,2.0,35,80,50,50,70,120,0,0,1
2.0,20,10,55,15,20,80,0,0,0.5,65,130,60,95,110,65,0,0,1
0.25,91,90,72,90,129,108,0,1,4.0,100,100,100,100,100,100,1,1,0
0.25,50,85,85,55,55,50,0,0,0.25,70,135,105,60,105,20,0,0,1
0.5,70,105,105,50,40,20,0,0,2.0,68,90,65,50,55,82,0,0,1
1.0,70,85,65,105,85,120,0,0,0.5,50,70,50,50,50,70,0,0,0
1.0,65,60,70,85,75,40,0,0,1.0,100,73,83,73,83,55,0,0,1
0.5,60,80,95,70,85,50,0,0,1.0,130,65,60,110,95,65,0,0,1
4.0,100,134,110,95,100,61,0,0,0.25,62,73,55,56,52,84,0,0,1
2.0,40,35,30,20,20,50,0,0,2.0,74,48,76,83,81,104,0,0,1
2.0,50,65,85,35,35,55,0,0,1.0,25,20,15,105,55,90,0,0,0
1.0,38,30,41,30,41,60,0,0,1.0,20,15,20,10,55,80,0,0,1
0.5,65,47,55,73,75,85,0,0,2.0,78,84,78,109,85,100,0,0,1
1.0,80,92,65,65,80,68,0,0,2.0,45,63,37,65,55,95,0,0,1
1.0,40,55,70,45,60,30,0,0,1.0,45,100,135,65,135,45,0,0,1
0.5,71,95,85,110,95,79,0,0,2.0,45,60,40,70,50,45,0,0,0
1.0,80,80,80,80,80,80,1,0,0.5,90,85,100,95,125,85,0,1,1
1.0,85,110,90,45,90,80,0,0,1.0,30,40,70,70,25,60,0,0,0
2.0,100,120,120,150,100,90,0,1,1.0,80,50,100,100,200,50,0,1,0
0.25,45,50,43,40,38,62,0,0,1.0,91,90,106,130,106,77,0,1,1
1.0,60,40,60,95,60,55,0,0,1.0,40,70,40,35,40,60,0,0,1
1.0,46,87,60,30,40,57,0,0,2.0,90,85,100,95,125,85,0,1,1
0.5,70,80,70,80,70,110,0,0,2.0,35,55,35,30,30,35,0,0,1
1.0,50,55,50,36,30,43,0,0,1.0,65,65,60,130,95,110,0,0,1
0.5,37,25,41,25,41,25,0,0,2.0,62,77,62,50,42,65,0,0,1
1.0,60,90,70,60,120,40,0,0,1.0,40,65,95,60,45,35,0,0,0
0.5,55,45,50,45,65,80,0,0,1.0,35,55,40,45,40,60,0,0,0
1.0,75,55,70,55,95,110,0,0,1.0,60,90,70,60,120,40,0,0,0
0.5,70,110,80,55,80,105,0,0,1.0,95,65,65,110,130,60,0,0,0
1.0,95,117,80,65,70,92,0,0,2.0,80,82,78,95,80,85,0,0,0
0.25,100,50,50,76,96,70,0,0,2.0,30,80,90,55,45,55,0,0,0
2.0,60,70,105,70,120,75,0,0,0.5,70,105,105,50,40,20,0,0,0
0.5,60,50,40,85,75,95,0,0,1.0,60,60,50,40,50,75,0,0,0
4.0,100,75,115,90,115,85,0,1,0.5,60,60,40,65,45,35,0,0,0
2.0,55,75,60,75,60,103,0,0,1.0,89,125,90,115,80,101,0,1,1
1.0,70,90,70,60,60,70,0,0,1.0,55,47,52,40,40,41,0,0,0
2.0,75,95,67,125,95,83,0,0,0.25,57,80,91,80,87,75,0,0,0
2.0,91,90,129,90,72,108,0,1,0.5,104,91,63,91,73,68,0,0,0
4.0,60,30,30,36,56,50,0,0,0.25,45,53,70,40,60,42,0,0,0
2.0,35,35,40,35,55,50,0,0,0.5,71,73,88,120,89,59,0,0,1
0.5,75,123,67,95,85,95,0,0,1.0,45,49,65,49,65,45,0,0,0
1.0,70,55,95,95,110,65,0,0,1.0,43,30,55,40,65,97,0,0,1
0.5,45,45,35,20,30,20,0,0,2.0,60,52,168,47,138,30,0,0,1
0.5,116,55,85,107,95,29,0,0,0.5,70,55,95,95,110,65,0,0,1
1.0,80,120,130,55,65,45,0,0,1.0,40,45,65,100,120,90,0,0,0
1.0,130,70,35,70,35,60,0,0,1.0,60,100,89,55,69,112,0,0,1
1.0,75,125,75,30,75,85,0,0,1.0,75,65,55,65,55,69,0,0,0
1.0,90,60,60,40,40,40,0,0,1.0,95,65,110,60,130,65,0,0,1
1.0,40,50,45,70,45,70,0,0,1.0,41,56,40,62,44,71,0,0,1
1.0,50,70,50,50,50,70,0,0,1.0,100,70,70,65,65,45,0,0,0
1.0,50,50,77,95,77,91,0,0,1.0,75,95,67,125,95,83,0,0,1
0.5,45,85,50,55,50,65,0,0,2.0,100,100,100,100,100,100,1,0,1
2.0,50,53,48,53,48,64,0,0,0.5,90,75,75,90,100,70,0,0,1
1.0,67,57,55,77,55,114,0,0,1.0,101,72,72,99,89,29,0,0,0
1.0,85,105,55,85,50,115,0,0,1.0,50,45,45,35,35,50,0,0,0
2.0,70,43,53,43,53,40,0,0,0.5,70,115,60,115,60,55,0,0,1
1.0,95,95,85,125,65,55,0,0,4.0,70,120,65,45,85,125,0,0,1
2.0,60,82,45,45,45,74,0,0,0.5,20,40,90,30,90,25,0,0,0
1.0,55,70,55,40,55,85,0,0,1.0,43,30,55,40,65,97,0,0,1
0.25,77,85,51,55,51,65,0,0,1.0,110,123,65,100,65,65,0,0,1
1.0,70,80,65,90,65,85,0,0,1.0,60,62,80,63,80,60,0,0,0
0.125,83,106,65,86,65,85,0,0,0.125,40,60,40,40,40,30,0,0,0
1.0,77,85,51,55,51,65,0,0,1.0,28,25,25,45,35,40,0,0,0
1.0,90,85,75,115,100,115,0,1,1.0,45,30,35,20,20,45,0,0,0
0.5,60,75,100,55,80,50,0,0,0.25,62,48,54,63,60,68,0,0,1
1.0,52,65,50,45,50,38,0,0,1.0,65,76,84,54,96,105,0,0,1
1.0,75,80,95,90,100,50,0,0,1.0,80,110,60,150,130,70,1,1,1
1.0,55,75,50,40,40,80,0,0,1.0,50,150,50,150,50,150,1,1,1
1.0,70,83,50,37,50,60,0,0,1.0,75,100,95,40,70,110,0,0,1
1.0,60,48,45,43,90,42,0,0,1.0,70,60,75,110,75,90,0,0,1
1.0,50,70,50,50,50,70,0,0,1.0,35,80,50,50,70,120,0,0,1
1.0,65,105,60,60,70,95,0,0,2.0,100,77,77,128,128,90,1,0,0
1.0,62,50,58,73,54,72,0,0,0.5,100,100,100,100,100,100,1,1,1
0.5,35,55,40,50,50,90,0,0,1.0,70,115,60,115,60,55,0,0,0
0.5,80,120,130,55,65,45,0,0,2.0,68,125,65,65,115,80,0,0,1
1.0,97,165,60,65,50,58,0,0,1.0,38,30,85,55,65,30,0,0,0
1.0,89,124,80,55,80,55,0,0,1.0,83,80,75,70,70,101,0,0,1
1.0,110,130,80,70,60,80,0,0,1.0,60,60,60,105,105,105,0,0,1
1.0,110,85,95,80,95,50,0,0,1.0,28,25,25,45,35,40,0,0,0
1.0,95,65,110,60,130,65,0,0,1.0,70,65,65,55,55,70,0,0,1
0.5,80,80,80,80,80,80,1,0,2.0,69,55,45,55,55,15,0,0,0
1.0,85,110,76,65,82,56,0,0,1.0,60,60,60,60,60,60,0,0,1
1.0,64,88,50,88,50,106,0,0,1.0,65,63,45,45,45,45,0,0,0
2.0,45,30,35,20,20,45,0,0,1.0,64,88,50,88,50,106,0,0,1
1.0,45,60,30,80,50,65,0,0,1.0,90,75,85,115,90,55,0,0,0
2.0,74,94,131,54,116,20,0,0,0.5,45,30,15,85,65,65,0,0,0
1.0,50,45,45,35,35,50,0,0,1.0,100,120,100,150,120,90,0,1,1
1.0,105,150,90,150,90,95,0,1,1.0,40,35,30,120,70,105,0,0,1
0.5,106,90,130,90,154,110,0,1,2.0,100,150,120,120,100,90,0,1,0
2.0,50,20,55,25,25,30,0,0,0.5,65,55,115,100,40,60,0,0,1
1.0,105,140,55,30,55,95,0,0,2.0,59,74,50,35,50,35,0,0,1
0.5,80,105,105,105,105,80,0,1,0.5,74,48,76,83,81,104,0,0,1
1.0,75,100,66,60,66,115,0,0,1.0,75,100,63,80,63,116,0,0,1
0.25,40,50,90,30,55,65,0,0,2.0,65,75,105,35,65,85,0,0,1
1.0,65,40,70,80,140,70,0,0,1.0,60,30,30,36,56,50,0,0,0
1.0,80,110,120,130,90,70,1,1,0.25,50,53,48,53,48,64,0,0,0
0.5,65,80,80,59,63,58,0,0,0.5,71,73,88,120,89,59,0,0,1
1.0,55,70,55,40,55,85,0,0,1.0,60,90,55,90,80,110,0,0,1
0.5,72,105,115,54,86,68,0,0,1.0,45,50,35,55,75,40,0,0,0
0.5,50,53,48,53,48,64,0,0,2.0,65,55,115,100,40,60,0,0,0
0.5,50,35,55,25,25,15,0,0,2.0,62,50,58,73,54,72,0,0,1
0.5,40,29,45,29,45,36,0,0,2.0,40,60,30,31,31,70,0,0,1
1.0,58,64,58,80,65,80,0,0,1.0,70,83,50,37,50,60,0,0,0
1.0,150,100,120,100,120,90,0,1,0.25,65,90,40,45,80,75,0,0,0
1.0,95,75,110,100,80,30,0,0,0.5,60,52,168,47,138,30,0,0,1
1.0,150,160,100,95,65,100,0,0,1.0,61,84,65,70,70,70,0,0,0
1.0,54,45,47,75,98,52,0,0,1.0,61,78,95,56,58,57,0,0,1
1.0,70,120,65,45,85,125,0,0,1.0,55,47,52,40,40,41,0,0,0
0.5,86,81,97,81,107,43,0,0,1.0,68,90,65,50,55,82,0,0,1
0.5,39,52,43,60,50,65,0,0,0.5,50,85,55,65,65,90,0,0,1
0.25,92,105,90,125,90,98,0,0,4.0,57,80,91,80,87,75,0,0,1
0.25,45,30,15,85,65,65,0,0,4.0,45,85,70,40,40,60,0,0,0
1.0,65,63,45,45,45,45,0,0,1.0,25,20,15,105,55,90,0,0,1
0.5,58,109,112,48,48,109,0,0,1.0,40,65,95,60,45,35,0,0,0
1.0,120,70,120,75,130,85,0,0,1.0,105,95,75,85,75,74,0,0,0
0.25,80,95,82,60,82,75,0,0,2.0,80,120,130,55,65,45,0,0,0
0.5,57,24,86,24,86,23,0,0,1.0,71,73,88,120,89,59,0,0,1
1.0,35,64,85,74,55,32,0,0,1.0,38,35,35,65,55,50,0,0,1
8.0,74,108,133,83,65,32,0,0,0.125,90,100,90,125,85,90,0,1,0
1.0,40,45,35,65,55,70,0,0,2.0,55,69,85,32,35,28,0,0,1
0.5,57,24,86,24,86,23,0,0,0.25,55,55,55,85,55,30,0,0,1
2.0,75,90,140,60,60,40,0,0,1.0,64,88,50,88,50,106,0,0,1
1.0,50,75,70,35,70,48,0,0,1.0,60,40,60,40,60,35,0,0,0
1.0,110,65,105,55,95,80,0,0,2.0,125,130,90,130,90,95,0,1,1
0.5,42,52,67,39,56,50,0,0,4.0,56,61,65,48,45,38,0,0,0
1.0,60,85,42,85,42,91,0,0,1.0,45,75,37,70,55,83,0,0,0
0.5,55,50,40,40,40,75,0,0,1.0,40,55,80,35,60,30,0,0,0
2.0,70,120,65,45,85,125,0,0,1.0,60,45,70,75,85,55,0,0,0
0.5,30,45,135,45,90,30,0,0,2.0,75,80,55,25,35,35,0,0,1
0.25,70,94,50,94,50,66,0,0,2.0,67,58,57,81,67,101,0,0,1
2.0,60,85,60,85,60,55,0,0,1.0,71,82,64,64,59,112,0,0,1
1.0,45,100,45,45,45,10,0,0,2.0,90,65,65,40,40,15,0,0,1
0.5,30,105,90,25,25,50,0,0,0.25,50,95,180,85,45,70,0,0,1
1.0,95,125,79,60,100,81,0,0,1.0,104,91,63,91,73,68,0,0,0
2.0,126,131,95,131,98,99,0,1,0.5,75,75,95,75,95,113,0,0,1
0.5,40,70,40,35,40,60,0,0,2.0,60,60,75,60,75,80,0,0,1
1.0,60,100,115,70,85,90,0,0,0.5,65,55,115,100,40,60,0,0,0
1.0,40,70,130,60,130,25,0,0,1.0,66,65,48,62,57,52,0,0,1
1.0,45,30,50,65,50,45,0,0,1.0,35,55,40,45,40,60,0,0,1
1.0,70,77,60,97,60,108,0,0,1.0,40,60,30,31,31,70,0,0,0
0.5,60,75,100,55,80,50,0,0,1.0,75,123,67,95,85,95,0,0,1
1.0,80,120,79,95,79,70,0,0,1.0,65,90,120,85,70,60,0,0,0
2.0,75,75,75,125,95,40,0,0,1.0,80,125,75,40,95,85,0,0,1
1.0,60,80,50,50,50,40,0,0,1.0,35,35,40,35,55,50,0,0,1
0.5,101,72,72,99,89,29,0,0,2.0,74,94,131,54,116,20,0,0,0
1.0,75,80,60,65,90,102,0,0,1.0,130,70,35,70,35,60,0,0,0
1.0,40,30,30,55,30,85,0,0,1.0,150,160,100,95,65,100,0,0,1
0.5,50,85,55,65,65,90,0,0,2.0,59,63,80,65,80,58,0,0,0
1.0,45,85,50,55,50,65,0,0,1.0,65,90,122,58,75,84,0,0,1
0.25,95,124,78,69,71,58,0,0,8.0,20,25,45,70,90,60,0,0,1
0.5,40,55,80,35,60,30,0,0,0.25,50,85,85,55,55,50,0,0,1
0.25,110,80,90,95,90,65,0,0,0.5,55,40,50,65,85,40,0,0,0
1.0,38,36,38,32,36,57,0,0,1.0,60,80,110,50,80,45,0,0,0
0.5,110,160,110,80,110,100,0,1,1.0,55,112,45,74,45,70,0,0,0
0.125,80,82,83,100,100,80,0,0,1.0,60,100,89,55,69,112,0,0,1
1.0,80,92,65,65,80,68,0,0,1.0,49,55,42,42,37,85,0,0,1
0.5,59,63,80,65,80,58,0,0,2.0,50,65,45,85,65,95,0,0,1
1.0,45,80,100,35,37,28,0,0,0.25,40,30,35,45,40,55,0,0,0
0.5,70,94,50,94,50,66,0,0,2.0,90,110,80,100,80,95,0,0,1
1.0,20,15,20,10,55,80,0,0,1.0,40,60,40,40,40,30,0,0,1
2.0,89,125,90,115,80,101,0,1,0.5,67,82,62,46,48,43,0,0,0
2.0,65,65,60,110,95,130,0,0,0.5,40,55,30,30,30,60,0,0,0
1.0,35,20,65,40,65,20,0,0,1.0,80,105,65,60,75,130,0,0,1
0.5,85,105,100,79,83,78,0,0,1.0,65,75,90,97,123,44,0,0,0
1.0,40,27,60,37,50,66,0,0,1.0,70,65,65,55,55,70,0,0,1
1.0,40,45,65,100,120,90,0,0,1.0,20,15,20,10,55,80,0,0,0
1.0,126,131,95,131,98,99,0,1,1.0,45,65,34,40,34,45,0,0,0
1.0,45,49,49,65,65,45,0,0,1.0,60,90,70,60,120,40,0,0,0
1.0,50,55,50,36,30,43,0,0,1.0,80,110,120,130,90,70,1,1,1
2.0,60,105,60,120,60,105,0,0,1.0,75,69,72,114,100,104,0,0,0
1.0,90,50,34,60,44,70,0,0,1.0,100,150,140,100,90,90,0,1,1
0.5,70,130,100,55,80,65,0,0,1.0,73,100,60,100,60,65,0,0,1
1.0,70,62,67,55,55,56,0,0,0.5,50,47,50,57,50,65,0,0,1
2.0,65,110,130,60,65,95,0,0,1.0,50,50,40,30,30,50,0,0,0
1.0,50,50,50,50,50,50,0,0,2.0,75,85,200,55,65,30,0,0,1
1.0,65,95,57,100,85,93,0,0,1.0,45,85,50,55,50,65,0,0,0
1.0,60,45,50,90,80,70,0,0,1.0,30,105,90,25,25,50,0,0,0
0.5,70,85,140,85,70,20,0,0,2.0,75,38,38,56,56,67,0,0,1
1.0,43,30,55,40,65,97,0,0,1.0,85,50,95,120,115,80,0,0,0
1.0,40,50,90,30,55,65,0,0,1.0,65,95,100,60,50,50,0,0,0
2.0,66,41,77,61,87,23,0,0,1.0,75,140,65,112,65,110,0,0,1
2.0,110,65,105,55,95,80,0,0,1.0,30,30,42,30,42,70,0,0,0
1.0,50,53,48,53,48,64,0,0,2.0,65,85,70,75,70,40,0,0,0
2.0,60,70,105,70,120,75,0,0,0.5,80,85,95,30,30,25,0,0,0
1.0,83,80,75,70,70,101,0,0,1.0,60,85,42,85,42,91,0,0,0
1.0,120,70,120,75,130,85,0,0,1.0,50,95,180,85,45,70,0,0,0
2.0,109,66,84,81,99,32,0,0,0.5,35,85,45,35,35,75,0,0,0
1.0,78,70,61,50,61,100,0,0,1.0,45,25,50,25,25,35,0,0,0
2.0,75,75,60,83,60,60,0,0,0.5,65,63,45,45,45,45,0,0,0
1.0,150,160,100,95,65,100,0,0,1.0,68,72,78,38,42,32,0,0,0
2.0,110,80,90,95,90,65,0,0,1.0,100,50,50,76,96,70,0,0,1
1.0,35,55,35,30,30,35,0,0,1.0,75,38,38,56,56,67,0,0,1
1.0,80,120,79,95,79,70,0,0,1.0,40,50,90,30,55,65,0,0,0
0.5,165,75,80,40,45,65,0,0,0.5,75,98,63,98,63,101,0,0,1
1.0,79,115,70,125,80,111,0,1,1.0,65,75,105,35,65,85,0,0,0
2.0,60,70,105,70,120,75,0,0,1.0,35,55,40,50,50,90,0,0,1
1.0,74,48,76,83,81,104,0,0,1.0,64,51,23,51,23,28,0,0,0
2.0,50,20,55,25,25,30,0,0,0.5,55,63,90,50,80,42,0,0,1
0.5,80,80,80,55,55,90,0,0,1.0,100,100,100,100,100,100,1,1,1
1.0,50,65,85,35,35,55,0,0,1.0,60,70,105,70,120,75,0,0,1
0.25,45,85,70,40,40,60,0,0,8.0,80,120,70,110,70,80,0,0,1
2.0,80,110,120,130,90,70,1,1,0.25,90,92,75,92,85,60,0,0,0
0.5,115,115,85,90,75,100,0,1,2.0,55,104,105,94,75,52,0,0,0
1.0,46,57,40,40,40,50,0,0,0.5,40,80,35,35,45,70,0,0,1
2.0,67,125,40,30,30,58,0,0,0.5,59,59,58,90,70,73,0,0,1
1.0,80,120,79,95,79,70,0,0,0.5,70,130,100,55,80,65,0,0,0
1.0,65,50,70,95,80,65,0,0,1.0,67,125,40,30,30,58,0,0,0
1.0,64,88,50,88,50,106,0,0,1.0,70,83,50,37,50,60,0,0,0
0.5,66,41,77,61,87,23,0,0,2.0,67,82,62,46,48,43,0,0,1
1.0,61,72,57,55,55,65,0,0,1.0,70,90,70,60,60,70,0,0,1
1.0,65,65,60,130,95,110,0,0,1.0,80,50,100,100,200,50,0,1,0
1.0,45,55,39,35,39,42,0,0,1.0,35,35,40,35,55,50,0,0,1
1.0,190,33,58,33,58,33,0,0,1.0,85,115,80,105,80,50,0,0,1
2.0,90,130,80,65,85,55,0,0,1.0,35,46,34,35,45,20,0,0,0
2.0,30,30,30,30,30,30,0,0,0.5,70,120,40,95,40,95,0,0,1
1.0,65,95,57,100,85,93,0,0,1.0,64,51,23,51,23,28,0,0,0
1.0,65,90,65,61,61,100,0,0,2.0,125,130,90,130,90,95,0,1,0
2.0,50,52,48,65,50,55,0,0,0.5,55,85,55,50,55,60,0,0,1
4.0,111,83,68,92,82,39,0,0,0.5,55,70,45,70,50,60,0,0,1
0.5,78,84,78,109,85,100,0,0,4.0,70,84,70,65,70,51,0,0,0
0.5,55,68,64,45,55,31,0,0,2.0,65,47,55,73,75,85,0,0,1
1.0,110,65,75,125,85,30,0,0,1.0,45,75,37,70,55,83,0,0,1
1.0,65,85,70,75,70,40,0,0,1.0,64,78,52,78,52,81,0,0,1
1.0,60,110,70,60,60,100,0,0,1.0,90,65,65,40,40,15,0,0,0
2.0,70,100,115,30,65,30,0,0,0.5,60,55,90,145,90,80,0,0,1
0.5,35,35,40,35,55,50,0,0,2.0,45,50,43,40,38,62,0,0,1
1.0,70,60,70,87,78,85,0,0,1.0,78,70,61,50,61,100,0,0,1
1.0,50,52,48,65,50,55,0,0,0.5,60,100,115,70,85,90,0,0,1
2.0,67,82,62,46,48,43,0,0,1.0,84,71,43,71,43,48,0,0,1
0.5,55,50,45,135,95,120,0,0,0.5,100,77,77,128,128,90,1,0,0
1.0,45,30,40,105,50,20,0,0,1.0,90,120,75,60,60,45,0,0,1
1.0,50,50,150,50,150,50,0,0,1.0,78,52,60,63,65,23,0,0,0
1.0,75,95,67,125,95,83,0,0,1.0,90,50,34,60,44,70,0,0,0
1.0,55,40,40,65,45,35,0,0,1.0,78,70,61,50,61,100,0,0,1
1.0,30,45,55,70,55,85,0,0,1.0,25,20,15,105,55,90,0,0,1
1.0,89,125,90,115,80,101,0,1,0.5,50,75,45,40,45,60,0,0,0
0.5,30,30,42,30,42,70,0,0,2.0,65,95,57,100,85,93,0,0,1
1.0,44,50,91,24,86,10,0,0,0.5,64,51,23,51,23,28,0,0,1
0.5,70,94,50,94,50,66,0,0,2.0,60,50,100,85,70,65,0,0,0
1.0,55,35,50,55,110,85,0,0,1.0,44,48,65,50,64,43,0,0,0
1.0,110,85,95,80,95,50,0,0,1.0,59,74,50,35,50,35,0,0,1
2.0,75,90,140,60,60,40,0,0,0.25,65,55,115,100,40,60,0,0,1
1.0,86,92,88,68,75,73,0,0,0.5,100,77,77,128,128,90,1,0,1
0.5,38,41,40,50,65,65,0,0,2.0,53,51,53,61,56,40,0,0,0
1.0,55,40,85,80,105,40,0,0,1.0,100,134,110,95,100,61,0,0,1
